ID,Address,Email,Password,Name,City,Longitude,State,Source,Birth Date,Zip,Latitude,Created At
1355,13001-13199 Road 30,miracle.erdman@gmail.com,4feda2a4-233c-4cf3-ae88-bbd7be30ea72,Miracle Erdman,Sidney,"-102,81",NE,Organic,"maio 7, 1972",69162,"41,21","agosto 28, 2016, 5:23 AM"
1356,19 EMS B4 Lane,tressie-boyle@hotmail.com,74ae3bfd-a46f-40a9-8b90-23fc1ed9ed68,Tressie Boyle,Pierceton,"-85,69",IN,Organic,"fevereiro 2, 1998",46562,"41,29","janeiro 18, 2017, 9:28 PM"
1357,2151-2297 50th Avenue,romaguera.orlo@yahoo.com,7a041f1f-39b6-47da-872c-d20a44e3c07e,Orlo Romaguera,Aledo,"-90,66",IL,Organic,"julho 24, 1991",61231,"41,14","abril 11, 2017, 3:23 PM"
1358,7250 Southwest 10th Street,chadd.doyle@hotmail.com,39747835-24bf-456a-a895-1bff2cf8ae78,Chadd Doyle,Towanda,"-96,98",KS,Twitter,"junho 29, 1968",67144,"37,81","abril 10, 2018, 1:19 AM"
1359,1040 Bratton Road,koepp.brett@yahoo.com,cf4f462e-e7a2-4269-94e1-4502f324c268,Brett Koepp,New Albany,"-89,05",MS,Affiliate,"dezembro 24, 1975",38652,"34,48","dezembro 12, 2016, 3:20 PM"
1360,555 Sandringham,kaleigh.dicki@hotmail.com,e8aae6c1-7835-482e-8155-14e3f9d07c89,Kaleigh Dicki,Beaumont,"-94,27",TX,Organic,"agosto 13, 1986",77713,"30,08","janeiro 14, 2017, 1:30 PM"
1361,6503-6725 East Curve Road,barrows-jadyn@gmail.com,5111f152-4521-4d1f-8dbe-c8ad83741c8e,Jadyn Barrows,Avon,"-90,31",IL,Facebook,"outubro 7, 1966",61415,"40,68","abril 26, 2017, 4:54 AM"
1362,3451 North 491st Avenue,marcus.kuhn@hotmail.com,eb7647af-939b-4dd2-8965-1f7aaf4ca39d,Marcus Kuhn,Tonopah,"-113,1",AZ,Organic,"dezembro 16, 1993",85354,"33,48","junho 29, 2018, 2:00 PM"
1363,1855 Dogwood Avenue,toy-osinski@hotmail.com,a2b14b49-fc91-43e9-af12-dac0d52a32b8,Toy Osinski,Alexander,"-93,44",IA,Organic,"outubro 3, 1973",50420,"42,81","janeiro 19, 2018, 10:46 AM"
1364,1841 Shuteye Road,smith.trevor@yahoo.com,56d150a4-5b5b-4ae9-b012-ed783b2c0b5b,Trevor Smith,Many,"-93,52",LA,Google,"março 1, 1984",71449,"31,57","junho 26, 2016, 7:07 PM"
1365,12209 Renz Farm Road,mollie.kozey@hotmail.com,7741f418-cad5-4dc0-af52-eb51e1dc42dc,Mollie Kozey,Holts Summit,"-92,19",MO,Organic,"setembro 28, 1963",65043,"38,62","dezembro 9, 2017, 5:20 PM"
1366,86683 Nebraska 7,carlie-hilll@hotmail.com,fadfffec-3c14-43dd-a390-fb37b70ef00d,Carlie Hilll,Ainsworth,"-99,88",NE,Twitter,"agosto 8, 1969",69210,"42,39","maio 11, 2016, 6:35 AM"
1367,2301-2307 State Road S-28-697,kemmer.bonnie@hotmail.com,9c7404ff-5a81-44e0-9b05-2102390c049c,Bonnie Kemmer,Camden,"-80,72",SC,Twitter,"dezembro 24, 1983",29020,"34,39","janeiro 31, 2018, 8:09 PM"
1368,19519-19527 Eos Mill Road,konopelski-hugh@gmail.com,81936903-5614-49da-a5af-519b61191a3d,Hugh Konopelski,Pine,"-105,38",CO,Twitter,"outubro 18, 1968",80470,"39,37","outubro 2, 2017, 7:39 AM"
1369,8216-8298 Cavalier-Ramsey County Line Road,rosalee-reinger@gmail.com,82767e91-ca8b-4db8-8810-447b23f059c6,Rosalee Reinger,Starkweather,"-98,83",ND,Facebook,"outubro 3, 1963",58377,"48,54","janeiro 19, 2018, 3:25 PM"
1370,26800-27176 Colorado 9,emanuel-corwin@gmail.com,41b5be91-1ca2-4bc1-95dc-f58ebffcfce9,Emanuel Corwin,Guffey,"-105,7",CO,Twitter,"setembro 26, 1982",80820,"38,91","outubro 17, 2018, 1:47 AM"
1371,5314 Dewey Road,kohler.ida@gmail.com,d97f1464-2157-45ae-875b-ff5f6d08a853,Ida Kohler,Valdosta,"-83,49",GA,Facebook,"janeiro 17, 1996",31601,"30,73","junho 27, 2018, 4:17 PM"
1372,1855 Hickory Lane,rowe-celestine@gmail.com,0fa52770-063c-4fee-b728-34e5a32124d7,Celestine Rowe,Honeoye Falls,"-77,56",NY,Affiliate,"fevereiro 18, 1966",14472,"42,94","maio 23, 2017, 10:46 AM"
1373,4501 Southwest 97th Street,salvatore.hand@yahoo.com,b073f71c-6b2e-4548-91de-3e02af763b38,Salvatore Hand,Wakarusa,"-95,73",KS,Organic,"agosto 3, 1999",66546,"38,89","novembro 17, 2018, 3:00 AM"
1374,24833 Warren Wagon Road,bosco.kory@yahoo.com,2409de16-1b08-416c-9506-f41a1092d5a9,Kory Bosco,McCall,"-115,81",ID,Google,"outubro 26, 1987",83638,"45,24","novembro 2, 2016, 2:55 PM"
1375,3724 Hoods Branch Road,serena.langosh@yahoo.com,483b5ee8-57e1-48b5-b775-a17a3d32dbc0,Serena Langosh,Springfield,"-86,97",TN,Organic,"fevereiro 1, 1967",37172,"36,49","setembro 10, 2017, 7:26 AM"
1376,24 Rosebud Lane,nova-collins@yahoo.com,8054d16d-4ec4-4c44-80c7-84006202fe9e,Nova Collins,Lovington,"-103,27",NM,Google,"agosto 20, 1963",88260,"32,91","outubro 20, 2018, 1:47 PM"
1377,3535 Little Snow Creek Road,wyman-lempi@yahoo.com,78bc5f52-8001-4c15-987b-7c4b5bc4f168,Lempi Wyman,Holly Springs,"-89,3",MS,Organic,"junho 27, 1989",38635,"34,78","dezembro 13, 2018, 10:21 AM"
1378,246 Hoy Road,torp.magdalen@yahoo.com,106401b9-ae9c-4d27-9c2a-b1d71d78df5e,Magdalen Torp,Howard,"-77,56",PA,Affiliate,"março 30, 1970",16841,"40,99","maio 11, 2018, 8:28 AM"
1379,25502 Hoehn Road,cormier.domenick@gmail.com,a8099627-fc1c-49a3-a6db-35106295a0e8,Domenick Cormier,Sedro-Woolley,"-122,2",WA,Twitter,"setembro 29, 1992",98284,"48,5","fevereiro 27, 2019, 9:09 PM"
1380,4142-4198 Parrottsville Road,ruthe-hane@hotmail.com,23dc8a7c-1e84-4e52-b17b-61efd9caf30e,Ruthe Hane,Bybee,"-83,18",TN,Facebook,"novembro 20, 1997",37713,"36,17","novembro 15, 2017, 11:06 PM"
1381,21301-21361 625th Street,kon-o-kiarra@yahoo.com,c8aeceeb-cadf-436d-b4c4-fe690070647b,Kiarra O'Kon,Dodge Center,"-92,82",MN,Organic,"janeiro 5, 1972",55927,"44,04","setembro 9, 2016, 9:59 AM"
1382,423 Manningham Loop,carol.feil@hotmail.com,12a363d6-4366-4cfb-945f-a1ba429f36fa,Carol Feil,Greenville,"-86,67",AL,Twitter,"setembro 13, 1959",36037,"31,83","agosto 31, 2018, 4:28 PM"
1383,9520 Dilly Shaw Tap Road,hermann.una@yahoo.com,d3c0db61-786d-4a93-9a88-44e83a6f04c3,Una Hermann,Bryan,"-96,3",TX,Organic,"março 19, 1975",77808,"30,79","novembro 18, 2018, 1:30 PM"
1384,1417 Peaceable Street,trantow-timothy@yahoo.com,71f1c91f-0d02-4ee9-ab24-f47807bb3332,Timothy Trantow,Ballston Spa,"-73,96",NY,Facebook,"maio 20, 1981",12020,"42,98","janeiro 13, 2017, 1:57 PM"
1385,4084 Old Southmayd Road,evangeline-hartmann@yahoo.com,6dfee9dd-f20b-4af3-bbf1-e02f54f8a961,Evangeline Hartmann,Sherman,"-96,77",TX,Google,"setembro 5, 1977",75092,"33,69","dezembro 31, 2018, 12:51 PM"
1386,2001-2099 County Road 500 North,anderson-eliza@hotmail.com,1dbf54e6-1137-4073-a20b-787382146a46,Eliza Anderson,Wellington,"-87,73",IL,Facebook,"julho 21, 1997",60973,"40,56","fevereiro 9, 2019, 8:49 PM"
1387,308 Baughman Road,linnea.dickens@gmail.com,9ed5ae25-9250-416c-bf87-03330a0be183,Linnea Dickens,McGehee,"-91,42",AR,Organic,"agosto 31, 1997",71654,"33,63","abril 19, 2018, 7:29 AM"
1388,5 Sunset Terrace,ronny-kessler@yahoo.com,eb20aa88-6c46-497d-a22e-98424bf64b34,Ronny Kessler,Seymour,"-73,14",CT,Organic,"julho 17, 1968",6483,"41,37","janeiro 13, 2018, 7:46 AM"
1389,1703-1825 Banbury Drive,connell-o-henriette@yahoo.com,b7d6f1b6-5fff-4b76-9157-42ec96410ac0,Henriette O'Connell,Branchville,"-80,74",SC,Organic,"janeiro 21, 1997",29432,"33,25","dezembro 4, 2016, 1:29 PM"
1390,8774 Fairhaven College CRNR Road,macejkovic-marc@gmail.com,ffdcc9df-ab15-43c7-8710-4188d1bffe9d,Marc Macejkovic,College Corner,"-84,79",OH,Facebook,"fevereiro 16, 1988",45003,"39,61","abril 4, 2018, 8:13 AM"
1391,108 Creek Lane,mittie.treutel@hotmail.com,85c5bb29-bc46-46f1-aaef-dd51089fdb4c,Mittie Treutel,Palatka,"-81,58",FL,Organic,"dezembro 15, 1993",32177,"29,81","outubro 10, 2016, 1:35 AM"
1392,1428 Abbott Street,swift.pietro@hotmail.com,a3307586-56ca-4bf4-9a07-1a8df86d7700,Pietro Swift,Salinas,"-121,62",CA,Organic,"dezembro 1, 1962",93901,"36,65","outubro 29, 2017, 7:17 PM"
1393,3980 Middle Reservation Road,ondricka-lamont@hotmail.com,06a34724-5969-419b-8e8f-4ac3c8ed5f4b,Lamont Ondricka,Perry,-78,NY,Affiliate,"agosto 23, 1973",14530,"42,69","dezembro 29, 2016, 1:55 PM"
1394,1335 Washington Avenue,mayra.hermann@gmail.com,d73e6923-981b-46da-924e-13869456b35a,Mayra Hermann,Havre,"-109,7",MT,Facebook,"dezembro 3, 1964",59501,"48,54","julho 17, 2018, 7:28 PM"
1395,134-164 Berry Hill Lane,jude-pacocha@gmail.com,213c73f0-8973-4ab2-b502-214321157576,Jude Pacocha,Amherst,"-79,08",VA,Organic,"outubro 2, 1962",24521,"37,6","junho 11, 2018, 2:45 AM"
1396,61 Mason Lane,rupert.ondricka@yahoo.com,ea544b5a-1dc1-44be-a1fb-4438173facf2,Rupert Ondricka,Laramie,"-105,83",WY,Twitter,"março 1, 1960",82070,"41,18","fevereiro 10, 2018, 11:09 AM"
1397,E2302 County Road V,reichel-antwon@hotmail.com,4298e5e8-ee6d-4723-93c5-8b99637072ab,Antwon Reichel,Prairie Farm,"-92,04",WI,Organic,"dezembro 27, 1983",54762,"45,19","abril 17, 2017, 6:01 AM"
1398,312 Lame Jones Trail,ankunding.cale@hotmail.com,12f1b6cf-9a63-45a7-90c5-711257cb1ea7,Cale Ankunding,Plevna,"-104,63",MT,Affiliate,"setembro 12, 1991",59344,"46,22","março 11, 2018, 11:05 AM"
1399,1395 Callihan Road,rodriguez-jamison@hotmail.com,e9f58317-f5c9-48aa-b91e-32b0448955d3,Jamison Rodriguez,Luling,"-97,73",TX,Twitter,"julho 16, 1961",78648,"29,76","março 18, 2017, 6:42 AM"
1400,7911 County Road 730,schmitt-sherman@gmail.com,a6408f53-2478-4181-8507-6639b54294f8,Sherman Schmitt,Gunnison,"-106,99",CO,Twitter,"dezembro 3, 1992",81230,"38,68","junho 9, 2017, 4:57 AM"
1401,2818 Jordans Grove Road,bernhard-wilburn@yahoo.com,a8460dcf-c4cf-4a3e-a4e2-55e198425b4d,Wilburn Bernhard,Marion,"-91,5",IA,Facebook,"julho 15, 1960",52302,"42,07","setembro 17, 2016, 10:56 PM"
1402,9000 Rock Haven Road,herzog.natalia@hotmail.com,6887fde3-5310-4890-89ed-25ba84ff9706,Natalia Herzog,Joshua Tree,"-116,27",CA,Facebook,"outubro 16, 1978",92252,"34,09","setembro 18, 2017, 11:31 AM"
1403,23000-23524 29 Road,alverta-rogahn@hotmail.com,d410d656-596e-4c5d-8231-330dd8e9636a,Alverta Rogahn,Meade,"-100,14",KS,Twitter,"junho 25, 1988",67864,"37,15","março 14, 2019, 10:43 AM"
1404,1512 Spring Street,marvin-nina@gmail.com,7e7a56f5-6676-498c-9c92-9780276afbf7,Nina Marvin,Houtzdale,"-78,33",PA,Facebook,"outubro 1, 1979",16651,"40,83","abril 25, 2017, 6:00 AM"
1405,75915 Road 312,leo.toy@hotmail.com,66cf9da8-46b6-4075-afde-85234161c75b,Leo Toy,Venango,"-102,03",NE,Twitter,"abril 3, 1993",69168,"40,83","janeiro 26, 2018, 10:49 AM"
1406,230-240 Farris Cemetary Road,auer-jefferey@hotmail.com,9d3fffa1-65bf-4bce-9545-621b048c685a,Jefferey Auer,Anacoco,"-93,43",LA,Twitter,"junho 26, 1977",71403,"31,25","julho 27, 2016, 8:15 AM"
1407,551 Fayville Road,lorna.greenholt@yahoo.com,77383a6f-5f9f-46cf-ae81-606eadd9a163,Lorna Greenholt,Broadalbin,"-74,12",NY,Google,"novembro 6, 1964",12025,"43,13","setembro 25, 2018, 4:31 AM"
1408,8110 Glenn Highway,lilly-veum@yahoo.com,2325f463-e345-410f-a47a-7e40b2d3d882,Lilly Veum,Glennallen,"-147,01",AK,Affiliate,"abril 1, 1971",99588,"61,99","maio 31, 2018, 6:00 AM"
1409,218 Cedar Trail,mills-destinee@hotmail.com,2243aa2c-36ff-4549-96f3-dc31b9cca4a9,Destinee Mills,Fort Davis,"-104,07",TX,Twitter,"maio 30, 1987",79734,"30,59","dezembro 9, 2016, 11:11 PM"
1410,19366 Louisville Road,efren-kshlerin@hotmail.com,6c6319aa-f137-42f2-9b4d-c7c43c77b82e,Efren Kshlerin,Park City,"-86,13",KY,Twitter,"outubro 29, 1968",42160,"37,1","maio 17, 2018, 7:51 PM"
1411,25940-27498 Stockton Corners Road,lilly.harber@yahoo.com,787e313c-616a-455f-8fa9-bfcc56df93d1,Lilly Harber,Cochranton,-80,PA,Organic,"agosto 8, 1997",16314,"41,52","março 19, 2017, 8:17 PM"
1412,60 Avenue F North,mccullough-leilani@gmail.com,b73f3a60-6855-470b-a0fd-8f8c4b5a435a,Leilani McCullough,Bay City,"-95,98",TX,Twitter,"novembro 9, 1991",77414,"28,91","outubro 8, 2016, 7:53 AM"
1413,401-499 86th Avenue Northeast,nitzsche.erick@yahoo.com,3e3514b7-b46d-4464-befd-725c9cf33c43,Erick Nitzsche,Glenfield,"-98,71",ND,Facebook,"novembro 5, 1993",58443,"47,48","março 10, 2017, 9:20 PM"
1414,2551 Storment Road,delores.kuhlman@gmail.com,c4341746-3208-4b6f-8505-36dde878b419,Delores Kuhlman,Endicott,"-117,76",WA,Google,"abril 6, 1997",99125,"46,9","agosto 30, 2016, 2:17 AM"
1415,14036 Indiana 110,frami.anita@hotmail.com,5cf18871-03d1-4e6c-b7ce-373eaa57292f,Anita Frami,Rochester,"-86,33",IN,Twitter,"outubro 11, 1964",46975,"41,18","dezembro 5, 2018, 10:24 PM"
1416,6444 Fisher Road,michel-wilderman@yahoo.com,6d713dc7-5aa8-4b6a-8bc6-a48f0eccb5fd,Michel Wilderman,Oakfield,"-78,25",NY,Facebook,"fevereiro 7, 1968",14125,"43,1","novembro 22, 2018, 8:06 PM"
1417,16809 Going-to-the-Sun Road,greg-purdy@gmail.com,bc0d3732-7c13-4e25-a128-1dd6698110cd,Greg Purdy,West Glacier,"-113,82",MT,Facebook,"novembro 12, 1993",59936,"48,68","fevereiro 16, 2019, 3:17 AM"
1418,5187 County Road 45,senger-reagan@gmail.com,a9aa978e-7fde-4ae8-823d-97c5b42bff05,Reagan Senger,Fort Deposit,"-86,66",AL,Affiliate,"junho 9, 1992",36032,"32,03","março 31, 2019, 9:21 PM"
1419,2601-2699 Grant Avenue,towne.angelica@hotmail.com,66ec9da2-0c05-4f0e-aef5-26cdc6f7bcb6,Angelica Towne,Doon,"-96,2",IA,Organic,"setembro 22, 1971",51235,"43,27","novembro 7, 2017, 10:26 PM"
1420,92 Upper Greyson Creek Road,langworth.leonardo@gmail.com,6606f76f-8a58-4ef6-bc5b-2d2f062e3830,Leonardo Langworth,Townsend,"-111,23",MT,Google,"dezembro 6, 1970",59644,"46,28","outubro 25, 2018, 7:27 AM"
1421,140 South Deadman Road,cornell-cartwright@gmail.com,5caa600c-4e86-4d1b-bdd8-c3e65dee8d3f,Cornell Cartwright,Pomeroy,"-117,53",WA,Organic,"janeiro 17, 1974",99347,"46,56","fevereiro 10, 2017, 6:46 AM"
1422,818-898 County Road 2300 East,sigrid.maggio@hotmail.com,77d39aa8-c97c-4cdc-b2a2-a780b4ab0fdf,Sigrid Maggio,Iuka,"-88,72",IL,Organic,"setembro 22, 1991",62849,"38,51","abril 4, 2019, 11:40 PM"
1423,1898 County Road 027,howe-randi@gmail.com,c789c8f1-dd90-435b-908d-a3f4710aa3ec,Randi Howe,Jasper,"-94,17",TX,Facebook,"junho 30, 1965",75951,"30,92","janeiro 3, 2017, 7:13 PM"
1424,411-467 Avenue D,rey-schumm@hotmail.com,443f20e5-508d-426d-a8a9-e043c548b6bf,Rey Schumm,Wilson,"-98,42",KS,Google,"abril 30, 1979",67490,"38,83","maio 19, 2016, 7:11 PM"
1425,2208 340th Street,ernser-annabelle@gmail.com,f36ef2b7-aa1b-42c7-ad8f-d1f1427a5817,Annabelle Ernser,Titonka,"-94,02",IA,Twitter,"julho 25, 1996",50480,"43,25","março 29, 2017, 7:30 AM"
1426,1564 County Road 3309,armstrong-filiberto@hotmail.com,fe9c3784-aeea-453e-88c4-f65e9b39f52b,Filiberto Armstrong,Omaha,"-94,74",TX,Twitter,"julho 6, 1966",75571,"33,14","março 21, 2019, 8:00 PM"
1427,2335 Mule Creek Road,daphne-gulgowski@gmail.com,ac7ac6ab-6b6f-4df7-998a-705fbc856bf5,Daphne Gulgowski,Augusta,"-112,84",MT,Google,"agosto 1, 1990",59410,"47,46","outubro 30, 2018, 10:53 AM"
1428,13615-13827 Matthews Road,garrick-rolfson@hotmail.com,190545b1-2a06-4498-b744-edf9b7bab6a2,Garrick Rolfson,Sardinia,"-83,82",OH,Twitter,"setembro 14, 1996",45171,"39,01","agosto 2, 2018, 5:03 PM"
1429,3900 Love Lane,kris-schinner@hotmail.com,e89ceddf-9e86-45b2-a300-c33494415456,Kris Schinner,Coxs Creek,"-85,47",KY,Organic,"fevereiro 22, 1984",40013,"37,99","junho 21, 2017, 12:48 AM"
1430,11459 Oak Lake Road,reyna-greenholt@yahoo.com,cbca56a3-f39a-4e17-9244-d60b97cfdd28,Reyna Greenholt,Bryan,"-96,25",TX,Organic,"novembro 2, 1989",77808,"30,78","novembro 7, 2017, 11:21 AM"
1431,5300 Rumley Mine Road,sporer-mireya@hotmail.com,ca54fc3f-6f2f-48d8-bc73-7106330902b0,Mireya Sporer,Midpines,"-119,98",CA,Organic,"outubro 23, 1998",95345,"37,57","março 23, 2018, 1:01 PM"
1432,14508 North South 331,nikolaus-willie@yahoo.com,fe98ea85-426e-49b5-b7ad-c5dfd45524f8,Willie Nikolaus,Shawnee,"-97,11",OK,Facebook,"junho 12, 1992",74801,"35,35","abril 23, 2016, 11:14 PM"
1433,7197-7805 Farm to Market Road 619,brennon-gerlach@hotmail.com,55edb033-aab6-47e8-81b9-714bf51cba78,Brennon Gerlach,Taylor,"-97,37",TX,Affiliate,"maio 18, 1969",76574,"30,56","fevereiro 7, 2019, 11:33 AM"
1434,2627-2687 Northeast 72nd Street,steuber-eladio@hotmail.com,deb90ded-d3c6-425f-98ed-0f484a2922b3,Eladio Steuber,Altoona,"-93,46",IA,Google,"outubro 10, 1970",50009,"41,62","dezembro 29, 2017, 10:11 PM"
1435,1437 Knox Road,kiara.bayer@gmail.com,4d852f39-c2ac-4db6-9a32-e0be9a244cc1,Kiara Bayer,Rossville,"-89,56",TN,Organic,"maio 23, 1996",38066,"35,03","outubro 7, 2016, 11:23 AM"
1436,1896 215th Street,tyrel.runolfsson@yahoo.com,d6f2ec5b-f49c-4cfe-8a4d-b5d1be115e2f,Tyrel Runolfsson,Grand Mound,"-90,72",IA,Twitter,"setembro 10, 1964",52751,"41,87","agosto 5, 2017, 8:03 AM"
1437,57207 888th Road,torp-marjolaine@yahoo.com,a565bd1e-c101-4b66-838f-c7795436108d,Marjolaine Torp,Wynot,"-97,09",NE,Google,"fevereiro 4, 1994",68792,"42,7","fevereiro 16, 2019, 7:48 PM"
1438,223 Haden Road,schuppe-therese@yahoo.com,4dfbf4d8-5303-4fa8-9426-971feeeaeaa3,Therese Schuppe,Purvis,"-89,45",MS,Organic,"novembro 29, 1964",39475,"31,18","julho 20, 2017, 4:51 PM"
1439,351 Valley Road,conroy.alayna@gmail.com,d21934c9-5351-44a3-832b-b783f689b8aa,Alayna Conroy,Chandler,-96,MN,Facebook,"abril 3, 1977",56122,"43,92","julho 5, 2016, 6:03 AM"
1440,42270 Griswold Road,hickle-jean@hotmail.com,2b4b5f8f-d3b8-4102-ae4b-88062235a60e,Jean Hickle,Elyria,"-82,14",OH,Twitter,"setembro 13, 1982",44035,"41,4","julho 6, 2018, 6:19 AM"
1441,12920 Southwest 81st Road,ashton-herman@hotmail.com,337b9336-7bfd-4257-9d8b-ff50b191d53d,Ashton Herman,Rushville,"-95,01",MO,Twitter,"junho 11, 1977",64484,"39,63","abril 14, 2017, 9:55 PM"
1442,2424 Thorp Road,dubuque-raoul@gmail.com,578ac079-4413-4604-a69e-adc886f5ea61,Raoul DuBuque,Immokalee,"-81,27",FL,Affiliate,"julho 24, 1967",34142,"26,45","junho 10, 2017, 2:54 AM"
1443,52000-52086 Wisconsin 27,hartmann-tomasa@yahoo.com,818e34a0-e044-4a44-bfd1-0214c7c04520,Tomasa Hartmann,Solon Springs,"-91,53",WI,Facebook,"março 17, 1972",54873,"46,33","junho 5, 2016, 6:30 PM"
1444,7115 South Avenue 17 East,kaleigh.harris@gmail.com,0c0689c9-fe7a-40ab-bcd5-ba9102ad2d83,Kaleigh Harris,Yuma,"-114,35",AZ,Affiliate,"março 12, 1964",85365,"32,72","outubro 8, 2017, 4:50 PM"
1445,481 Wc Braswell Road,cleve.crist@gmail.com,e09a7761-5db6-4eb0-9e21-9a117a322631,Cleve Crist,Selma,"-78,23",NC,Facebook,"agosto 31, 1963",27576,"35,49","fevereiro 4, 2018, 4:54 PM"
1446,11802 South Co Road 6,gaetano-rogahn@hotmail.com,7b433e06-a179-4100-9326-9b28c52a00f6,Gaetano Rogahn,Mizpah,"-94,1",MN,Twitter,"junho 5, 1961",56660,"47,9","maio 17, 2018, 8:37 PM"
1447,970 Adel Road,sanford-johathan@yahoo.com,087bfd5f-1fc5-4640-8057-69870e01759c,Johathan Sanford,Cascade,"-111,55",MT,Twitter,"janeiro 26, 1984",59421,"47,12","junho 5, 2016, 3:23 AM"
1448,12492-13498 County Road 12,deron-cremin@gmail.com,353dba11-1a9d-442e-9fef-72a926704bea,Deron Cremin,Somerset,"-107,18",CO,Google,"outubro 10, 1972",81434,"38,88","maio 21, 2018, 12:44 AM"
1449,67 Eagle Creek Trail,jamar.miller@hotmail.com,a5a633ab-6b91-4ce6-ad51-a9ac2d70eed1,Jamar Miller,Whitefish,"-114,4",MT,Affiliate,"novembro 27, 1959",59937,"48,48","abril 28, 2017, 11:30 AM"
1450,3104 Humberto Garza Junior Street,bosco-zachariah@gmail.com,48d8e80c-d7fc-41c1-aad0-2c310dc7d7b2,Zachariah Bosco,Mission,"-98,36",TX,Facebook,"maio 17, 1977",78572,"26,21","agosto 30, 2018, 1:22 PM"
1451,9756 South Lincoln Road,electa-stehr@gmail.com,bf12c655-f19a-4664-9c81-f4e5b3e10397,Electa Stehr,Shepherd,"-84,81",MI,Affiliate,"setembro 5, 1973",48883,"43,5","fevereiro 10, 2017, 12:49 AM"
1452,478 Campbell Road,romaguera-angeline@yahoo.com,72f44a91-ba57-4c23-9cee-c7463f7b19c0,Angeline Romaguera,Keswick,"-78,31",VA,Organic,"outubro 26, 1992",22947,"38,04","março 6, 2018, 12:41 AM"
1453,46801 East 192nd Street,ted-weber@gmail.com,25d2dad6-6aa8-4363-81b0-319fd6c0da7c,Ted Weber,Richmond,"-93,83",MO,Organic,"fevereiro 1, 1987",64085,"39,44","junho 13, 2016, 8:22 AM"
1454,13478 507th Avenue,rice.arnaldo@gmail.com,b06542e5-5e58-4c0c-988d-489ed4d5a5b7,Arnaldo Rice,Vernon Center,"-94,24",MN,Twitter,"abril 3, 1983",56090,"43,94","abril 27, 2018, 8:03 PM"
1455,1019 East 2200 Road,deckow-brandyn@yahoo.com,de3b0b86-f52b-4bcd-9d92-2591ea623d6d,Brandyn Deckow,Eudora,"-95,1",KS,Organic,"setembro 6, 1982",66025,"38,89","abril 25, 2018, 5:34 PM"
1456,3384 Old Orchard Lane,conroy.reyna@yahoo.com,d54af336-453f-40c6-ace3-691212830975,Reyna Conroy,Lexington,"-82,54",MI,Twitter,"junho 17, 1964",48450,"43,33","maio 18, 2018, 10:38 PM"
1457,3837 Forest Trail,lydia.schultz@yahoo.com,6204c08d-f941-4417-8325-8f85bd37f226,Lydia Schultz,Allegan,"-85,92",MI,Affiliate,"agosto 12, 1994",49010,"42,55","novembro 4, 2018, 4:18 AM"
1458,5301-5315 Olive Avenue,rex.boehm@hotmail.com,27e5d89e-f9f6-4624-af8d-7aa67765ee1d,Rex Boehm,Atwater,"-120,66",CA,Affiliate,"janeiro 15, 1996",95301,"37,37","agosto 8, 2016, 6:00 AM"
1459,13996 U.S Highway 169,jarrett-emard@gmail.com,610651e1-7424-43ed-8c5b-57125b2d1e78,Jarrett Emard,Oologah,"-95,75",OK,Twitter,"janeiro 26, 1968",74053,"36,41","junho 10, 2017, 2:03 AM"
1460,3936 Ashton Woods Drive,stoltenberg-miguel@gmail.com,1a255da8-e1d7-4c18-9d7a-1b7c68fc7315,Miguel Stoltenberg,Moorefield,"-78,89",WV,Twitter,"dezembro 3, 1996",26836,"39,13","maio 1, 2016, 10:27 AM"
1461,36150 Eldeen Avenue,johnston.benny@gmail.com,87196c90-996b-4a3a-a527-9a20ac83e988,Benny Johnston,Bonesteel,"-98,96",SD,Facebook,"setembro 27, 1964",57317,"43,09","março 22, 2018, 3:25 PM"
1462,470 Thornton View Road,wilmer.leannon@yahoo.com,bbdcaffb-fa45-4713-97e6-74e96cdf2c74,Wilmer Leannon,Cle Elum,"-120,87",WA,Organic,"abril 29, 1984",98922,"47,15","maio 2, 2017, 12:03 PM"
1463,1986 North Carolina 49,adolfo.flatley@hotmail.com,8b21bb96-eabb-4d38-9875-f9069e00d0e6,Adolfo Flatley,Prospect Hill,"-79,16",NC,Facebook,"novembro 23, 1996",27314,"36,26","março 24, 2017, 9:42 PM"
1464,42473 150th Avenue,huel-jarrett@gmail.com,ddf448d1-69e8-41b4-870c-371b3a5334e8,Jarrett Huel,Leland,"-93,68",IA,Facebook,"novembro 29, 1980",50453,"43,38","fevereiro 5, 2019, 8:07 AM"
1465,37929 20th Avenue,smith-meaghan@yahoo.com,3fa07eff-86a2-486f-b405-cdbe321af8c5,Meaghan Smith,Dennison,"-93,01",MN,Affiliate,"julho 20, 1998",55018,"44,4","novembro 17, 2016, 5:12 AM"
1466,1987 Farm to Market 79,hermiston.monserrate@hotmail.com,7b0519d0-433a-4ad9-bf8b-bae523e4e6b3,Monserrate Hermiston,Telephone,"-95,9",TX,Affiliate,"outubro 13, 1999",75488,"33,84","agosto 15, 2018, 4:34 AM"
1467,7219 Morehead Road,jacobs-ronny@hotmail.com,e0ffcfcd-5d73-4797-92e4-16335512d794,Ronny Jacobs,Flemingsburg,"-83,66",KY,Facebook,"janeiro 2, 1991",41041,"38,4","julho 17, 2017, 3:29 PM"
